Year,Storm,Province,direction_variability,is_fast_moving,is_recurving,is_slow_moving,max_forward_speed,mean_direction,mean_forward_speed,min_forward_speed,speed_at_closest_approach,track_sinuosity
2010,Agaton,Capiz,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Catanduanes,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Cavite,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Cebu,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Cotabato,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Davao de Oro,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Davao del Norte,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Davao del Sur,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Davao Occidental,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Davao Oriental,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Dinagat Islands,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Eastern Samar,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Guimaras,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Ifugao,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Ilocos Norte,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Ilocos Sur,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Iloilo,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Isabela,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Kalinga,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,La Union,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Laguna,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Lanao del Norte,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Lanao del Sur,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,9.0,1.161688267930228
2010,Agaton,Leyte,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Maguindanao del Norte,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Maguindanao del Sur,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Marinduque,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Masbate,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Metro Manila,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Misamis Occidental,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Misamis Oriental,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,9.0,1.161688267930228
2010,Agaton,Mountain Province,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Negros Occidental,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Negros Oriental,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Northern Samar,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Nueva Ecija,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Nueva Vizcaya,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Occidental Mindoro,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Oriental Mindoro,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Palawan,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Pampanga,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Pangasinan,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Quezon,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Quirino,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Rizal,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Romblon,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Samar,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,Sarangani,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Siquijor,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Sorsogon,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,7.0,1.161688267930228
2010,Agaton,South Cotabato,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Southern Leyte,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Sultan Kudarat,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,11.0,1.161688267930228
2010,Agaton,Sulu,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Surigao del Norte,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Surigao del Sur,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,9.0,1.161688267930228
2010,Agaton,Tarlac,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Tawi-Tawi,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Zambales,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,5.0,1.161688267930228
2010,Agaton,Zamboanga del Norte,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Zamboanga del Sur,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Agaton,Zamboanga Sibugay,36.894196668916614,0,0,1,14.0,313.445970691488,9.80327868852459,4.0,8.0,1.161688267930228
2010,Basyang,Abra,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Agusan del Norte,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,16.0,1.0478121709434203
2010,Basyang,Agusan del Sur,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,16.0,1.0478121709434203
2010,Basyang,Aklan,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Albay,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Antique,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Apayao,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Aurora,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Basilan,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Bataan,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Batanes,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Batangas,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Benguet,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Biliran,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Bohol,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Bukidnon,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Bulacan,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Cagayan,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Camarines Norte,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Camarines Sur,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Camiguin,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Capiz,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Catanduanes,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Cavite,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Cebu,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Cotabato,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Davao de Oro,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,16.0,1.0478121709434203
2010,Basyang,Davao del Norte,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,16.0,1.0478121709434203
2010,Basyang,Davao del Sur,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,16.0,1.0478121709434203
2010,Basyang,Davao Occidental,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,16.0,1.0478121709434203
2010,Basyang,Davao Oriental,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Dinagat Islands,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,16.0,1.0478121709434203
2010,Basyang,Eastern Samar,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,16.0,1.0478121709434203
2010,Basyang,Guimaras,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Ifugao,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Ilocos Norte,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Ilocos Sur,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Iloilo,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Isabela,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Kalinga,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,La Union,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Laguna,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Lanao del Norte,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Lanao del Sur,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Leyte,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Maguindanao del Norte,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Maguindanao del Sur,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Marinduque,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Masbate,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Metro Manila,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Misamis Occidental,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Misamis Oriental,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Mountain Province,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Negros Occidental,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Negros Oriental,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Northern Samar,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Nueva Ecija,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Nueva Vizcaya,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Occidental Mindoro,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Oriental Mindoro,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Palawan,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Pampanga,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Pangasinan,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Quezon,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Quirino,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Rizal,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Romblon,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Samar,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Sarangani,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Siquijor,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Sorsogon,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,South Cotabato,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Southern Leyte,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Sultan Kudarat,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Sulu,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Surigao del Norte,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,16.0,1.0478121709434203
2010,Basyang,Surigao del Sur,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Tarlac,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Tawi-Tawi,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,13.0,1.0478121709434203
2010,Basyang,Zambales,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,14.0,1.0478121709434203
2010,Basyang,Zamboanga del Norte,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Zamboanga del Sur,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Basyang,Zamboanga Sibugay,15.555926547832847,0,0,1,16.0,288.142080157101,10.857142857142858,7.0,12.0,1.0478121709434203
2010,Caloy,Abra,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,10.0,1.1274188843746125
2010,Caloy,Agusan del Norte,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Agusan del Sur,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Aklan,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Albay,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Antique,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,6.0,1.1274188843746125
2010,Caloy,Apayao,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,10.0,1.1274188843746125
2010,Caloy,Aurora,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,8.0,1.1274188843746125
2010,Caloy,Basilan,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,6.0,1.1274188843746125
2010,Caloy,Bataan,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,11.0,1.1274188843746125
2010,Caloy,Batanes,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,3.0,1.1274188843746125
2010,Caloy,Batangas,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,11.0,1.1274188843746125
2010,Caloy,Benguet,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,11.0,1.1274188843746125
2010,Caloy,Biliran,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Bohol,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Bukidnon,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Bulacan,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,11.0,1.1274188843746125
2010,Caloy,Cagayan,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,3.0,1.1274188843746125
2010,Caloy,Camarines Norte,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Camarines Sur,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Camiguin,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Capiz,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Catanduanes,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Cavite,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,11.0,1.1274188843746125
2010,Caloy,Cebu,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Cotabato,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Davao de Oro,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Davao del Norte,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Davao del Sur,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Davao Occidental,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Davao Oriental,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Dinagat Islands,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Eastern Samar,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Guimaras,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Ifugao,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,10.0,1.1274188843746125
2010,Caloy,Ilocos Norte,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,10.0,1.1274188843746125
2010,Caloy,Ilocos Sur,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,11.0,1.1274188843746125
2010,Caloy,Iloilo,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Isabela,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,3.0,1.1274188843746125
2010,Caloy,Kalinga,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,10.0,1.1274188843746125
2010,Caloy,La Union,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,11.0,1.1274188843746125
2010,Caloy,Laguna,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,8.0,1.1274188843746125
2010,Caloy,Lanao del Norte,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Lanao del Sur,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Leyte,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Maguindanao del Norte,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
2010,Caloy,Maguindanao del Sur,27.812516284696745,0,1,1,12.0,295.34096996536573,7.773584905660377,3.0,4.0,1.1274188843746125
