Year,Storm,Province,compound_hazard_days,compound_hazard_score,consecutive_rain_days,days_with_damaging_wind,days_with_heavy_rain,days_with_rain,days_with_strong_wind,days_with_very_heavy_rain,max_daily_precip_mm,max_hourly_precip_mm,max_wind_gust_kmh,max_wind_speed_kmh,mean_daily_precipitation_mm,precip_variability,precipitation_concentration_index,rain_during_closest_approach,total_precipitation_hours,total_precipitation_mm,wind_gust_persistence_score,wind_rain_product
2010,Basyang,Batanes,0,0.3875000025,1,0,0,9,0,0,10.2,0.425,48.6,33.342297,6.422222333333334,2.981936504000211,0.24375241023880845,7.9,94.0,57.800001,0.0,2809.0800486000003
2010,Basyang,Batangas,1,1.1531999775,2,1,1,9,2,1,179.0,7.458333333333333,91.439995,49.842773,30.933333444444447,56.08226097699403,0.6346583645785739,22.2,103.0,278.40000100000003,0.2222222222222222,25456.894699439996
2010,Basyang,Benguet,0,0.7633500075,4,0,0,9,1,0,31.300001,1.3041667083333335,69.12,7.8954163,18.566667000000002,8.719948864529096,0.24549504845510572,8.400001,123.0,167.10000300000002,0.1111111111111111,11549.952207360002
2010,Basyang,Biliran,0,0.31559999974999997,1,0,0,9,0,0,13.9,0.5791666666666667,27.72,16.29174,7.866666655555556,3.7322915610475755,0.24701820468034597,9.500001,101.0,70.7999999,0.0,1962.575997228
2010,Basyang,Bohol,0,0.344300011,1,0,0,9,0,0,19.500002,0.8125000833333332,29.16,10.495713,8.822222711111111,6.106918543750256,0.34536805698772044,17.900002,76.0,79.4000044,0.0,2315.304128304
2010,Basyang,Bukidnon,0,0.26940000085,1,0,0,8,0,0,15.000001,0.6250000416666667,28.08,9.422101,5.733333371111112,4.649193700704116,0.4142980288808096,7.0999994,73.0,51.60000034,0.0,1448.9280095472
2010,Basyang,Bulacan,1,0.816599993,2,0,1,9,1,0,79.8,3.3249999999999997,88.92,51.69605,16.53333302222222,24.747726890986097,0.6015531570782102,8.100001,103.0,148.79999719999998,0.2222222222222222,13231.295751023998
2010,Basyang,Cagayan,0,0.32865000099999997,0,0,0,5,0,0,5.7000003,0.2375000125,56.88,16.595179,1.9666667111111111,1.9150718696261357,0.49843063782579855,3.1,48.0,17.7000004,0.1111111111111111,1006.776022752
2010,Basyang,Camarines Norte,0,0.67165000925,3,0,1,9,0,0,86.700005,3.6125002083333335,53.28,24.36325,18.011111522222222,26.512991207299432,0.5578175579029925,11.000001,135.0,162.1000037,0.1111111111111111,8636.688197136
2010,Basyang,Camarines Sur,0,0.5603999926000001,4,0,1,8,0,0,60.500004,2.5208334999999997,37.079998,21.566975,16.666666782222222,18.69779497964049,0.4933333430091851,10.0,110.0,150.00000104,0.0,5561.999738563199
2010,Basyang,Camiguin,0,0.25969998985,1,0,0,8,0,0,14.0,0.5833333333333334,30.239998,21.659918,4.822222215555556,4.432769381072941,0.4531490008312864,14.0,69.0,43.39999994,0.0,1312.4159113856
2010,Basyang,Capiz,0,0.41059999325,2,0,0,9,0,0,31.7,1.3208333333333333,25.919998,14.408997,12.488889033333333,9.337350294367367,0.38394621857238964,6.6000004,111.0,112.4000013,0.0,2913.4078088959973
2010,Basyang,Catanduanes,0,0.5856499844999999,4,0,0,9,0,0,39.299995,1.6374997916666667,46.079998,24.72495,15.788888644444443,10.976387572762896,0.3410743427580516,14.6,141.0,142.09999779999998,0.0,6547.967614424004
2010,Basyang,Cavite,1,1.0761999924999999,6,1,1,9,2,1,130.90001,5.454167083333334,95.03999,42.02142,26.711112999999997,39.49571318401404,0.5295803424728269,23.900003,128.0,240.400017,0.2222222222222222,22847.61521167983
2010,Basyang,Cebu,0,0.26374999575,1,0,0,9,0,0,16.6,0.6916666666666668,25.199999,9.028754,6.122222255555556,4.88563652585595,0.39766081533840647,6.2,71.0,55.100000300000005,0.0,1388.5199524599998
2010,Basyang,Davao de Oro,0,0.25859999975,1,0,0,8,0,0,12.000003,0.500000125,29.519999,17.076298,4.933333544444444,3.678655324866386,0.3863864224043847,5.9999995,93.0,44.4000019,0.0,1310.688011687998
2010,Basyang,Cotabato,0,0.31714999735000005,2,0,0,7,0,0,17.2,0.7166666666666667,24.48,8.473393,8.655555437777778,5.916525807684807,0.35886464924200356,9.599999,81.0,77.89999894,0.0,1906.9919740512
2010,Basyang,Davao Oriental,0,0.343750008,2,0,0,8,0,0,27.500002,1.1458334166666666,34.2,18.504139,7.677778133333334,8.289569035373473,0.49397010254648865,10.1,100.0,69.1000032,0.0,2363.22010944
2010,Basyang,Davao del Norte,0,0.21230000524999998,0,0,0,8,0,0,5.8,0.24166666666666667,30.960001,11.119281,2.555555566666667,1.908606231360699,0.37777777516908184,3.6,52.0,23.0000001,0.0,712.0800260960001
2010,Basyang,Davao del Sur,0,0.235999996875,1,0,0,7,0,0,12.399999,0.5166666249999999,27.0,8.287822,4.488888749999999,3.6981224249798865,0.41529152302538375,5.3999996,58.0,40.399998749999995,0.0,1090.79996625
2010,Basyang,Davao Occidental,0,0.25174998325000003,1,0,0,6,0,0,12.099999,0.504166625,30.599998,14.264361,4.388888588888889,4.164865873123805,0.48888887448663754,12.099999,76.0,39.499997300000004,0.0,1208.6998383800055
2010,Basyang,Eastern Samar,0,0.38214999800000005,1,0,0,9,0,0,22.300003,0.9291667916666667,37.079998,16.923828,8.7444448,6.697409021197915,0.38034732662148385,22.300003,110.0,78.7000032,0.0,2918.1959612559936
2010,Basyang,Guimaras,0,0.282249989,0,0,0,9,0,0,9.5,0.3958333333333333,30.599998,12.181624,5.744444400000001,3.167456064371254,0.29142489071379685,4.6,90.0,51.699999600000005,0.0,1582.019884360001
2010,Basyang,Ifugao,0,0.59329998725,2,0,0,9,0,0,27.499996,1.1458331666666666,47.16,11.720751,15.888888322222222,10.151408810083813,0.3322455158120192,27.499996,127.0,142.9999949,0.0,6743.879759483999
2010,Basyang,Ilocos Norte,0,0.397749986,2,0,0,6,0,0,35.5,1.4791666666666667,41.399998,22.180206,8.4777776,11.360763260914991,0.6104558013551238,0.8,49.0,76.29999839999999,0.0,3158.8197811600025
2010,Basyang,Ilocos Sur,0,0.54459995625,1,0,1,8,0,1,105.49999,4.3958329166666665,38.519997,15.978484,15.644443166666669,33.877353136986166,0.732165395185542,2.3,69.0,140.7999885,0.0,5423.615134620034
2010,Basyang,Iloilo,0,0.2824499895,0,0,0,9,0,0,8.8,0.3666666666666667,30.239998,13.527572,5.833333311111111,2.4909837066240903,0.2239153405355503,4.6,74.0,52.4999998,0.0,1587.5998889520004
