Year,Storm,Province,Affected
2011,Juaning,Batangas,1230
2011,Juaning,Bulacan,179
2011,Juaning,Camarines Norte,37136
2011,Juaning,Camarines Sur,319084
2011,Juaning,Catanduanes,227
2011,Juaning,Ifugao,212
2011,Juaning,Isabela,1304
2011,Juaning,Kalinga,3379
2011,Juaning,La Union,5
2011,Juaning,Lanao del Norte,3115
2011,Juaning,Masbate,740
2011,Juaning,Metro Manila,370
2011,Juaning,Nueva Ecija,4603
2011,Juaning,Nueva Vizcaya,425
2011,Juaning,Pampanga,7358
2011,Juaning,Pangasinan,1130
2011,Juaning,Quezon,1338
2011,Juaning,Quirino,20253
2011,Juaning,Sorsogon,14782
2011,Mina,Abra,15814
2011,Mina,Albay,760
2011,Mina,Apayao,20475
2011,Mina,Benguet,3570
2011,Mina,Cagayan,127775
2011,Mina,Ilocos Norte,92641
2011,Mina,Ilocos Sur,5154
2011,Mina,Iloilo,20061
2011,Mina,Isabela,11908
2011,Mina,Kalinga,3089
2011,Mina,La Union,17606
2011,Mina,Metro Manila,275
2011,Mina,Mountain Province,12298
2011,Mina,Negros Occidental,9524
2011,Mina,Nueva Vizcaya,155
2011,Mina,Pangasinan,69939
2011,Mina,Tarlac,210
2011,Mina,Zambales,214
2011,Pedring,Abra,129
2011,Pedring,Albay,73324
2011,Pedring,Antique,12
2011,Pedring,Apayao,10178
2011,Pedring,Aurora,57146
2011,Pedring,Bataan,240659
2011,Pedring,Batangas,4792
2011,Pedring,Benguet,961
2011,Pedring,Bulacan,587440
2011,Pedring,Cagayan,72979
2011,Pedring,Camarines Norte,95
2011,Pedring,Camarines Sur,38535
2011,Pedring,Catanduanes,2812
2011,Pedring,Cavite,18048
2011,Pedring,Ifugao,6347
2011,Pedring,Ilocos Norte,45
2011,Pedring,Ilocos Sur,1580
2011,Pedring,Iloilo,309
2011,Pedring,Isabela,191871
2011,Pedring,Kalinga,22457
2011,Pedring,La Union,10730
2011,Pedring,Laguna,195
2011,Pedring,Metro Manila,77096
2011,Pedring,Mountain Province,1809
2011,Pedring,Nueva Ecija,513320
2011,Pedring,Nueva Vizcaya,36541
2011,Pedring,Occidental Mindoro,10178
2011,Pedring,Oriental Mindoro,236
2011,Pedring,Pampanga,492763
2011,Pedring,Pangasinan,99931
2011,Pedring,Quezon,90
2011,Pedring,Quirino,115747
2011,Pedring,Rizal,109541
2011,Pedring,Romblon,185
2011,Pedring,Tarlac,111868
2011,Pedring,Zambales,120806
2011,Quiel,Apayao,102
2011,Quiel,Aurora,14673
2011,Quiel,Benguet,139
2011,Quiel,Bulacan,68402
2011,Quiel,Cagayan,34498
2011,Quiel,Ifugao,211
2011,Quiel,Ilocos Sur,20
2011,Quiel,Isabela,260904
2011,Quiel,Kalinga,2954
2011,Quiel,La Union,8671
2011,Quiel,Mountain Province,29
2011,Quiel,Nueva Ecija,100633
2011,Quiel,Nueva Vizcaya,52742
2011,Quiel,Pampanga,89651
2011,Quiel,Pangasinan,231932
2011,Quiel,Quirino,55163
2011,Quiel,Tarlac,173739
2011,Quiel,Zambales,19300
2011,Ramon,Capiz,38621
2011,Ramon,Cebu,11390
2011,Ramon,Dinagat Islands,184
2011,Ramon,Iloilo,1546
2011,Ramon,Misamis Oriental,1229
2011,Ramon,Negros Occidental,15
2011,Ramon,Occidental Mindoro,657
2011,Ramon,Oriental Mindoro,1740
2011,Ramon,Romblon,5305
2011,Ramon,South Cotabato,232
2011,Ramon,Southern Leyte,1832
2011,Sendong,Agusan del Sur,320
2011,Sendong,Bohol,10000
2011,Sendong,Bukidnon,14531
2011,Sendong,Davao de Oro,2510
2011,Sendong,Davao del Norte,2570
2011,Sendong,Lanao del Norte,483165
2011,Sendong,Lanao del Sur,139879
2011,Sendong,Misamis Oriental,423920
2011,Sendong,Negros Oriental,72556
2011,Sendong,Surigao del Sur,14328
2011,Sendong,Zamboanga del Norte,4947
2012,Ferdie,Bulacan,109
2012,Ferdie,Cavite,175
2012,Ferdie,Laguna,1
2012,Ferdie,Metro Manila,784
2012,Ferdie,Occidental Mindoro,3664
2012,Ferdie,Rizal,385
2012,Igme,Ilocos Sur,79
2012,Igme,La Union,5527
2012,Lawin,Palawan,273
2012,Lawin,Zamboanga del Sur,7648
2012,Marce,Occidental Mindoro,290
2012,Marce,Zambales,32
2012,Ofel,Batangas,2478
2012,Ofel,Leyte,2274
2012,Ofel,Marinduque,2236
2012,Ofel,Masbate,4018
2012,Ofel,Misamis Occidental,3000
2012,Ofel,Occidental Mindoro,70
2012,Ofel,Oriental Mindoro,38972
2012,Ofel,Quezon,4294
2012,Ofel,Romblon,5690
2012,Ofel,Samar,6070
2012,Ofel,Sarangani,605
2012,Ofel,Southern Leyte,1887
2012,Ofel,Zamboanga Sibugay,24555
2012,Ofel,Zamboanga del Sur,20247
2012,Pablo,Agusan del Norte,7022
2012,Pablo,Agusan del Sur,239063
2012,Pablo,Bohol,7869
2012,Pablo,Bukidnon,230947
2012,Pablo,Camiguin,1552
2012,Pablo,Cebu,21459
2012,Pablo,Cotabato,40955
2012,Pablo,Davao Oriental,530098
2012,Pablo,Davao de Oro,655373
2012,Pablo,Davao del Norte,848798
2012,Pablo,Davao del Sur,2812181
2012,Pablo,Dinagat Islands,2814
2012,Pablo,Guimaras,805
2012,Pablo,Iloilo,581
2012,Pablo,Lanao del Norte,145863
2012,Pablo,Lanao del Sur,146285
2012,Pablo,Leyte,1214
2012,Pablo,Maguindanao,104337
2012,Pablo,Misamis Occidental,21757
2012,Pablo,Misamis Oriental,123075
2012,Pablo,Negros Occidental,7076
2012,Pablo,Negros Oriental,39114
2012,Pablo,Northern Samar,5
2012,Pablo,Palawan,6060
2012,Pablo,Siquijor,22000
2012,Pablo,South Cotabato,3143
2012,Pablo,Southern Leyte,4665
2012,Pablo,Sultan Kudarat,18720
2012,Pablo,Surigao del Norte,42695
2012,Pablo,Surigao del Sur,154900
2012,Pablo,Zamboanga Sibugay,756
2012,Pablo,Zamboanga del Norte,602
2012,Pablo,Zamboanga del Sur,2214
2012,Quinta,Aklan,55211
2012,Quinta,Albay,14991
2012,Quinta,Camarines Norte,330
2012,Quinta,Capiz,67502
2012,Quinta,Cebu,415
2012,Quinta,Iloilo,234106
2012,Quinta,Leyte,2424
2012,Quinta,Negros Occidental,2224
2012,Quinta,Palawan,90
2013,Auring,Davao de Oro,556
2013,Auring,Davao del Norte,7944
2013,Auring,Oriental Mindoro,15
2013,Auring,Palawan,946
2013,Auring,Zamboanga del Norte,1136
2013,Bising,Agusan del Norte,11470
2013,Bising,Agusan del Sur,1014
2013,Bising,Davao de Oro,300
2013,Bising,Sarangani,90
2013,Bising,South Cotabato,2805
2013,Bising,Surigao del Sur,1122
2013,Crising,Agusan del Norte,20300
2013,Crising,Bohol,3745
2013,Crising,Bukidnon,8075
2013,Crising,Cotabato,68343
2013,Crising,Davao Oriental,34688
2013,Crising,Davao de Oro,15050
2013,Crising,Davao del Norte,163042
2013,Crising,Davao del Sur,7830
2013,Crising,Lanao del Norte,369
2013,Crising,Leyte,44
2013,Crising,Maguindanao,27116
2013,Crising,Oriental Mindoro,250
2013,Crising,Zamboanga del Norte,11725
2013,Gorio,Albay,1685
2013,Gorio,Camarines Sur,343
2013,Gorio,Iloilo,15
2013,Gorio,Leyte,4081
2013,Gorio,Oriental Mindoro,54
2013,Gorio,Quezon,230
2013,Gorio,Sorsogon,10
2013,Labuyo,Albay,814
2013,Labuyo,Aurora,61235
2013,Labuyo,Benguet,885
2013,Labuyo,Bulacan,29346
2013,Labuyo,Ifugao,1053
2013,Labuyo,Isabela,4061
2013,Labuyo,Kalinga,31
2013,Labuyo,La Union,2854
2013,Labuyo,Mountain Province,54
2013,Labuyo,Nueva Ecija,39584
2013,Labuyo,Nueva Vizcaya,43584
2013,Labuyo,Pampanga,5772
2013,Labuyo,Pangasinan,18017
2013,Labuyo,Quirino,114441
2013,Labuyo,Sorsogon,42
2013,Labuyo,Zambales,85720
2013,Leon,Benguet,10490
2013,Leon,Ilocos Norte,4566
2013,Leon,Samar,2685
2013,Odette,Antique,139
2013,Odette,Apayao,49
2013,Odette,Batanes,14651
2013,Odette,Benguet,72
2013,Odette,Cagayan,30575
2013,Odette,Catanduanes,411
2013,Odette,Guimaras,5
2013,Odette,Ifugao,147
2013,Odette,Ilocos Norte,24155
2013,Odette,Iloilo,23
2013,Odette,Kalinga,358
2013,Odette,Mountain Province,21
2013,Odette,Negros Occidental,76
2013,Odette,Occidental Mindoro,8104
2013,Odette,Tarlac,341
2013,Vinta,Abra,10
2013,Vinta,Apayao,26737
2013,Vinta,Cagayan,231634
2013,Vinta,Ilocos Norte,7311
2013,Vinta,Isabela,77
2013,Yolanda,Agusan del Norte,3439
2013,Yolanda,Agusan del Sur,210
2013,Yolanda,Aklan,535725
2013,Yolanda,Albay,155972
2013,Yolanda,Antique,405397
2013,Yolanda,Batangas,5298
2013,Yolanda,Biliran,187641
2013,Yolanda,Bohol,1046035
2013,Yolanda,Bukidnon,157
2013,Yolanda,Camarines Norte,23083
2013,Yolanda,Camarines Sur,166327
2013,Yolanda,Camiguin,2750
2013,Yolanda,Capiz,719685
2013,Yolanda,Catanduanes,68609
2013,Yolanda,Cavite,732
2013,Yolanda,Cebu,3778881
2013,Yolanda,Davao Oriental,2605
2013,Yolanda,Davao de Oro,2380
2013,Yolanda,Davao del Sur,15
2013,Yolanda,Dinagat Islands,24405
2013,Yolanda,Eastern Samar,497497
2013,Yolanda,Guimaras,11593
2013,Yolanda,Iloilo,1337714
2013,Yolanda,Laguna,12058
2013,Yolanda,Lanao del Norte,898
2013,Yolanda,Leyte,2364023
2013,Yolanda,Marinduque,8499
2013,Yolanda,Masbate,104344
2013,Yolanda,Misamis Oriental,15787
2013,Yolanda,Negros Occidental,862914
2013,Yolanda,Negros Oriental,1063015
2013,Yolanda,Northern Samar,683254
2013,Yolanda,Occidental Mindoro,45609
2013,Yolanda,Oriental Mindoro,113041
2013,Yolanda,Palawan,179708
2013,Yolanda,Quezon,8824
2013,Yolanda,Rizal,164
2013,Yolanda,Romblon,119263
2013,Yolanda,Samar,821989
2013,Yolanda,Siquijor,22024
2013,Yolanda,Sorsogon,173685
2013,Yolanda,Southern Leyte,461030
2013,Yolanda,Surigao del Norte,25645
2013,Yolanda,Surigao del Sur,16257
2014,Agaton,Agusan del Norte,160152
2014,Agaton,Agusan del Sur,176705
2014,Agaton,Bukidnon,3934
2014,Agaton,Camiguin,34500
2014,Agaton,Cotabato,13225
2014,Agaton,Davao Oriental,236030
2014,Agaton,Davao de Oro,115900
2014,Agaton,Davao del Norte,98361
2014,Agaton,Davao del Sur,163
2014,Agaton,Dinagat Islands,12000
2014,Agaton,Lanao del Norte,30231
2014,Agaton,Maguindanao,13435
2014,Agaton,Misamis Occidental,694
2014,Agaton,Misamis Oriental,36631
2014,Agaton,Surigao del Norte,51842
2014,Agaton,Surigao del Sur,108595
2014,Basyang,Agusan del Norte,31
2014,Basyang,Antique,255
2014,Basyang,Biliran,390
2014,Basyang,Cebu,7096
2014,Basyang,Dinagat Islands,11991
2014,Basyang,Leyte,9580
2014,Basyang,Negros Occidental,3812
2014,Basyang,Southern Leyte,5399
2014,Basyang,Surigao del Norte,9186
2014,Caloy,Agusan del Sur,1625
2014,Caloy,Davao de Oro,170
2014,Caloy,Davao del Norte,16765
2014,Caloy,Dinagat Islands,56
2014,Caloy,Southern Leyte,713
2014,Glenda,Albay,505327
2014,Glenda,Aurora,189
2014,Glenda,Bataan,182641
2014,Glenda,Batangas,251942
2014,Glenda,Bulacan,18562
2014,Glenda,Camarines Norte,116504
2014,Glenda,Camarines Sur,920408
2014,Glenda,Catanduanes,20251
2014,Glenda,Cavite,271939
2014,Glenda,Eastern Samar,36240
2014,Glenda,Ilocos Norte,14
2014,Glenda,Laguna,322405
2014,Glenda,Leyte,4472
2014,Glenda,Marinduque,4733
2014,Glenda,Masbate,59897
2014,Glenda,Metro Manila,26508
2014,Glenda,Northern Samar,350293
2014,Glenda,Occidental Mindoro,26855
2014,Glenda,Oriental Mindoro,1975
2014,Glenda,Pampanga,4499
2014,Glenda,Pangasinan,293
2014,Glenda,Quezon,646830
2014,Glenda,Rizal,106517
2014,Glenda,Romblon,453
2014,Glenda,Samar,155681
2014,Glenda,Sorsogon,602778
2014,Glenda,Tarlac,624
2014,Glenda,Zambales,14886
2014,Henry,Negros Occidental,785
2014,Henry,Occidental Mindoro,46
2014,Luis,Apayao,1955
2014,Luis,Aurora,120
2014,Luis,Bataan,37
2014,Luis,Benguet,285
2014,Luis,Bulacan,31382
2014,Luis,Cagayan,34343
2014,Luis,Ilocos Norte,147
2014,Luis,Isabela,5112
2014,Luis,Kalinga,11406
2014,Luis,La Union,11826
2014,Luis,Metro Manila,9799
2014,Luis,Mountain Province,482
2014,Luis,Negros Occidental,448
2014,Luis,Nueva Ecija,31051
2014,Luis,Nueva Vizcaya,181
2014,Luis,Pampanga,27347
2014,Luis,Pangasinan,294971
2014,Luis,Rizal,6709
2014,Luis,Tarlac,38925
2014,Luis,Zambales,1841
2014,Mario,Abra,57877
2014,Mario,Apayao,165
2014,Mario,Bataan,197
2014,Mario,Batangas,440
2014,Mario,Benguet,681
2014,Mario,Bulacan,231922
2014,Mario,Cagayan,117
2014,Mario,Camarines Norte,2050
2014,Mario,Camarines Sur,428122
2014,Mario,Cavite,2563
2014,Mario,Cebu,416885
2014,Mario,Ifugao,599
2014,Mario,Ilocos Norte,48471
2014,Mario,Ilocos Sur,218004
2014,Mario,Isabela,435
2014,Mario,Kalinga,153
2014,Mario,La Union,72229
2014,Mario,Laguna,30331
2014,Mario,Metro Manila,94957
2014,Mario,Mountain Province,85
2014,Mario,Nueva Ecija,27707
2014,Mario,Nueva Vizcaya,1440
2014,Mario,Occidental Mindoro,7899
2014,Mario,Pampanga,54315
2014,Mario,Pangasinan,230270
2014,Mario,Rizal,81667
2014,Mario,Tarlac,41673
2014,Mario,Zambales,1999
2014,Queenie,Bohol,5064
2014,Queenie,Cebu,1038
2014,Queenie,Davao del Sur,3
2014,Queenie,Dinagat Islands,869
2014,Queenie,Misamis Oriental,869
2014,Queenie,Negros Occidental,1725
2014,Queenie,Negros Oriental,1086
2014,Queenie,Palawan,34640
2014,Queenie,Southern Leyte,36
2014,Queenie,Surigao del Norte,1300
2014,Queenie,Surigao del Sur,219
2014,Ruby,Agusan del Norte,9131
2014,Ruby,Agusan del Sur,1610
2014,Ruby,Aklan,75241
2014,Ruby,Albay,401878
2014,Ruby,Antique,74347
2014,Ruby,Bataan,1899
2014,Ruby,Batangas,10849
2014,Ruby,Biliran,46831
2014,Ruby,Bohol,26330
2014,Ruby,Camarines Norte,36861
2014,Ruby,Camarines Sur,219253
2014,Ruby,Capiz,89305
2014,Ruby,Catanduanes,59752
2014,Ruby,Cavite,21679
2014,Ruby,Cebu,125315
2014,Ruby,Dinagat Islands,24069
2014,Ruby,Eastern Samar,605040
2014,Ruby,Guimaras,4638
2014,Ruby,Iloilo,132525
2014,Ruby,Laguna,8910
2014,Ruby,Leyte,420909
2014,Ruby,Marinduque,12950
2014,Ruby,Masbate,267980
2014,Ruby,Metro Manila,25040
2014,Ruby,Negros Occidental,84888
2014,Ruby,Negros Oriental,22635
2014,Ruby,Northern Samar,473759
2014,Ruby,Occidental Mindoro,40044
2014,Ruby,Oriental Mindoro,74590
2014,Ruby,Palawan,46717
2014,Ruby,Quezon,89890
2014,Ruby,Rizal,688
2014,Ruby,Romblon,73595
2014,Ruby,Samar,371806
2014,Ruby,Siquijor,223
2014,Ruby,Sorsogon,198576
2014,Ruby,Southern Leyte,103192
2014,Ruby,Surigao del Norte,59595
2014,Ruby,Surigao del Sur,21137
2014,Seniang,Agusan del Norte,48095
2014,Seniang,Agusan del Sur,20961
2014,Seniang,Antique,98
2014,Seniang,Bohol,21694
2014,Seniang,Bukidnon,7347
2014,Seniang,Camiguin,344
2014,Seniang,Capiz,1650
2014,Seniang,Cebu,44247
2014,Seniang,Davao Oriental,80
2014,Seniang,Davao de Oro,10180
2014,Seniang,Davao del Norte,1064
2014,Seniang,Dinagat Islands,3149
2014,Seniang,Lanao del Norte,451
2014,Seniang,Leyte,231734
2014,Seniang,Misamis Oriental,61187
2014,Seniang,Negros Occidental,48719
2014,Seniang,Palawan,2138
2014,Seniang,Samar,30207
2014,Seniang,Siquijor,54
2014,Seniang,Southern Leyte,128
2014,Seniang,Surigao del Norte,4300
2014,Seniang,Surigao del Sur,64390
2014,Seniang,Zamboanga del Sur,410
2015,Amang,Albay,38898
2015,Amang,Camarines Norte,3250
2015,Amang,Camarines Sur,12986
2015,Amang,Catanduanes,309
2015,Amang,Cebu,176
2015,Amang,Eastern Samar,2955
2015,Amang,Northern Samar,42979
2015,Amang,Samar,4039
2015,Amang,Sorsogon,1216
2015,Chedeng,Aurora,17
2015,Chedeng,Isabela,27
2015,Dodong,Cagayan,2921
2015,Dodong,Isabela,1602
2015,Egay,Apayao,267
2015,Egay,Benguet,42
2015,Egay,Ilocos Norte,1995
2015,Egay,Ilocos Sur,542
2015,Egay,Kalinga,315
2015,Egay,La Union,51772
2015,Egay,Palawan,634
2015,Ineng,Abra,90951
2015,Ineng,Apayao,10241
2015,Ineng,Batanes,1387
2015,Ineng,Benguet,26310
2015,Ineng,Bulacan,76
2015,Ineng,Cagayan,94226
2015,Ineng,Ilocos Norte,81664
2015,Ineng,Ilocos Sur,70876
2015,Ineng,Kalinga,16676
2015,Ineng,La Union,2976
2015,Ineng,Laguna,461
2015,Ineng,Mountain Province,1163
2015,Ineng,Nueva Ecija,37
2015,Ineng,Nueva Vizcaya,95
2015,Ineng,Oriental Mindoro,15
2015,Kabayan,Aurora,5413
2015,Kabayan,Bulacan,2380
2015,Kabayan,La Union,15
2015,Kabayan,Nueva Ecija,51746
2015,Kabayan,Zambales,14
2015,Lando,Abra,7666
2015,Lando,Apayao,1046
2015,Lando,Aurora,109669
2015,Lando,Bataan,15949
2015,Lando,Batanes,3034
2015,Lando,Benguet,8018
2015,Lando,Bulacan,299297
2015,Lando,Cagayan,151879
2015,Lando,Camarines Norte,218
2015,Lando,Catanduanes,9
2015,Lando,Cavite,222
2015,Lando,Ifugao,2602
2015,Lando,Ilocos Norte,5182
2015,Lando,Ilocos Sur,28905
2015,Lando,Isabela,151798
2015,Lando,Kalinga,8116
2015,Lando,La Union,99874
2015,Lando,Laguna,47
2015,Lando,Metro Manila,6696
2015,Lando,Mountain Province,751
2015,Lando,Nueva Ecija,547564
2015,Lando,Nueva Vizcaya,21049
2015,Lando,Pampanga,203629
2015,Lando,Pangasinan,992365
2015,Lando,Quezon,38117
2015,Lando,Quirino,12686
2015,Lando,Rizal,3474
2015,Lando,Tarlac,211252
2015,Lando,Zambales,144971
2015,Nona,Albay,169973
2015,Nona,Aurora,13226
2015,Nona,Bataan,19
2015,Nona,Batangas,2075
2015,Nona,Biliran,1615
2015,Nona,Bulacan,90591
2015,Nona,Camarines Norte,1936
2015,Nona,Camarines Sur,57920
2015,Nona,Catanduanes,6508
2015,Nona,Cavite,398
2015,Nona,Eastern Samar,7682
2015,Nona,Laguna,192
2015,Nona,Marinduque,6085
2015,Nona,Masbate,116870
2015,Nona,Northern Samar,45228
2015,Nona,Nueva Ecija,78321
2015,Nona,Occidental Mindoro,8010
2015,Nona,Oriental Mindoro,434166
2015,Nona,Palawan,5422
2015,Nona,Pampanga,111263
2015,Nona,Quezon,20330
2015,Nona,Romblon,6031
2015,Nona,Samar,12183
2015,Nona,Sorsogon,159406
2015,Nona,Tarlac,4069
2015,Onyok,Agusan del Norte,148
2015,Onyok,Agusan del Sur,3420
2015,Onyok,Dinagat Islands,688
2015,Onyok,Surigao del Norte,641
2015,Onyok,Surigao del Sur,6414
2016,Carina,Cagayan,356
2016,Carina,Ilocos Norte,29
2016,Carina,Ilocos Sur,8
2016,Carina,Iloilo,103
2016,Carina,Isabela,7933
2016,Ferdie,Batanes,16518
2016,Ferdie,Cagayan,25
2016,Ferdie,Ilocos Norte,105
2016,Helen,Bulacan,1559
2016,Karen,Albay,6828
2016,Karen,Aurora,77784
2016,Karen,Benguet,152
2016,Karen,Bulacan,735
2016,Karen,Cagayan,946
2016,Karen,Camarines Norte,7063
2016,Karen,Camarines Sur,45343
2016,Karen,Catanduanes,5640
2016,Karen,Ifugao,39
2016,Karen,Ilocos Norte,19079
2016,Karen,Ilocos Sur,275
2016,Karen,Isabela,10751
2016,Karen,Kalinga,128
2016,Karen,La Union,517
2016,Karen,Mountain Province,7
2016,Karen,Nueva Ecija,86207
2016,Karen,Nueva Vizcaya,17766
2016,Karen,Pampanga,1100
2016,Karen,Pangasinan,18187
2016,Karen,Quezon,1081
2016,Karen,Quirino,126
2016,Karen,Rizal,237
2016,Karen,Sorsogon,1614
2016,Karen,Tarlac,15467
2016,Karen,Zambales,2293
2016,Lawin,Abra,95713
2016,Lawin,Apayao,9101
2016,Lawin,Aurora,44311
2016,Lawin,Bataan,4640
2016,Lawin,Batangas,971
2016,Lawin,Benguet,3367
2016,Lawin,Bulacan,2441
2016,Lawin,Cagayan,355551
2016,Lawin,Camarines Norte,91
2016,Lawin,Ifugao,3642
2016,Lawin,Ilocos Norte,91224
2016,Lawin,Ilocos Sur,94288
2016,Lawin,Isabela,96279
2016,Lawin,Kalinga,175376
2016,Lawin,La Union,23139
2016,Lawin,Mountain Province,32875
2016,Lawin,Nueva Ecija,22865
2016,Lawin,Nueva Vizcaya,7674
2016,Lawin,Pampanga,40306
2016,Lawin,Pangasinan,72065
2016,Lawin,Quezon,724
2016,Lawin,Quirino,3103
2016,Lawin,Rizal,53
2016,Lawin,Sorsogon,8761
2016,Lawin,Tarlac,24084
2016,Lawin,Zambales,1835
2016,Marce,Aklan,1113
2016,Marce,Antique,1741
2016,Marce,Capiz,3115
2016,Marce,Dinagat Islands,862
2016,Marce,Iloilo,5493
2016,Marce,Negros Occidental,32
2016,Marce,Oriental Mindoro,1361
2016,Marce,Romblon,91
2016,Marce,Surigao del Norte,162
2016,Marce,Surigao del Sur,339
2016,Nina,Albay,667170
2016,Nina,Batangas,7888
2016,Nina,Camarines Norte,10364
2016,Nina,Camarines Sur,920606
2016,Nina,Catanduanes,159945
2016,Nina,Cavite,896
2016,Nina,Laguna,1472
2016,Nina,Marinduque,180155
2016,Nina,Masbate,5801
2016,Nina,Northern Samar,17650
2016,Nina,Occidental Mindoro,3170
2016,Nina,Oriental Mindoro,65561
2016,Nina,Quezon,168703
2016,Nina,Rizal,43
2016,Nina,Sorsogon,85597
2017,Auring,Agusan del Norte,14324
2017,Auring,Agusan del Sur,345
2017,Auring,Cebu,68
2017,Auring,Dinagat Islands,7344
2017,Auring,Surigao del Norte,11393
2017,Auring,Surigao del Sur,9597
2017,Crising,Cebu,8489
2017,Crising,Leyte,427
2017,Jolina,Abra,133
2017,Jolina,Aurora,1140
2017,Jolina,Benguet,36
2017,Jolina,Cagayan,64
2017,Jolina,Ifugao,5
2017,Jolina,Isabela,575
2017,Jolina,La Union,137
2017,Jolina,Mountain Province,24
2017,Jolina,Nueva Vizcaya,1108
2017,Jolina,Quirino,30
2017,Jolina,Zambales,145
2017,Maring,Batangas,1471
2017,Maring,Bulacan,86
2017,Maring,Cavite,1167
2017,Maring,Laguna,8278
2017,Maring,Metro Manila,1451
2017,Maring,Quezon,25524
2017,Maring,Rizal,2899
2017,Maring,Zambales,90
2017,Odette,Apayao,4720
2017,Odette,Benguet,9
2017,Odette,Cagayan,4500
2017,Odette,Zambales,30
2017,Ramil,Camarines Norte,231
2017,Ramil,Camarines Sur,59
2017,Ramil,Oriental Mindoro,15
2017,Salome,Aurora,4239
2017,Salome,Camarines Sur,233
2017,Salome,Laguna,164
2017,Salome,Quezon,1037
2017,Tino,Davao del Sur,267
2017,Tino,Palawan,230
2017,Urduja,Aklan,1308
2017,Urduja,Albay,7634
2017,Urduja,Biliran,118599
2017,Urduja,Camarines Norte,568
2017,Urduja,Camarines Sur,1262
2017,Urduja,Capiz,1380
2017,Urduja,Cebu,24294
2017,Urduja,Dinagat Islands,1668
2017,Urduja,Eastern Samar,385156
2017,Urduja,Iloilo,828
2017,Urduja,Leyte,525254
2017,Urduja,Marinduque,93
2017,Urduja,Masbate,19257
2017,Urduja,Northern Samar,249617
2017,Urduja,Oriental Mindoro,1135
2017,Urduja,Palawan,70
2017,Urduja,Romblon,548
2017,Urduja,Samar,508985
2017,Urduja,Sorsogon,3958
2017,Urduja,Southern Leyte,1281
2017,Urduja,Surigao del Norte,5
2017,Vinta,Agusan del Norte,2351
2017,Vinta,Agusan del Sur,5674
2017,Vinta,Bohol,68
2017,Vinta,Bukidnon,19912
2017,Vinta,Cotabato,116061
2017,Vinta,Davao Occidental,460
2017,Vinta,Davao Oriental,13768
2017,Vinta,Davao de Oro,17034
2017,Vinta,Davao del Norte,124613
2017,Vinta,Davao del Sur,40040
2017,Vinta,Dinagat Islands,1305
2017,Vinta,Lanao del Norte,66883
2017,Vinta,Lanao del Sur,92869
